10,0.1204
11,0.1433
12,0.1598
13,0.1996
14,0.2309
15,0.2495
16,0.278
17,0.3028
18,0.3611
19,0.369
20,0.4154
21,0.4473
22,0.4748
23,0.5093
24,0.538
25,0.5766
26,0.5948
27,0.6225
28,0.6581
29,0.6819
30,0.7063
31,0.7306
32,0.757
33,0.7782
34,0.8038
35,0.8116
36,0.8307
37,0.8487
38,0.8669
39,0.8806
40,0.8911
41,0.9055
42,0.9125
43,0.9251
44,0.9289
45,0.9362
46,0.9469
47,0.9545
48,0.9611
49,0.9647
50,0.9724
